Summary,ID,ptLTL,Generated ptLTL,Equivalence Check
1/1,Whenever variable_3 becomes true the system must ensure that variable_2 has always been greater than or equal to variable_5 in all previous moments of operation. For example in an autonomous drone this means that if variable_3 indicates a safety override the recorded flight data must confirm that variable_2 which could represent altitude has never dropped below variable_5 which could represent the minimum safe level.,(variable_3 → H(variable_2 ≥ variable_5)),(variable_3 → H(variable_2 ≥ variable_5)),True
2/2,Whenever variable_3 becomes true the system shall ensure that variable_2 has always been less than or equal to variable_5 throughout all previous operation periods. For example in an autonomous vehicle this could mean that if variable_3 indicates a safety override then the recorded speed variable_2 must never have exceeded the permitted limit variable_5 at any earlier time.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
3/3,Whenever variable_3 becomes true the system shall ensure that variable_2 has always remained less than or equal to variable_5 throughout the entire period leading up to that moment. For example in an autonomous drone this means that if variable_3 indicates a landing sequence has started then variable_2 representing altitude must have never exceeded variable_5 representing the permitted altitude limit before the landing began.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
4/4,Whenever variable_3 becomes true the system must ensure that variable_2 has always remained less than or equal to variable_5 throughout the entire previous operation period. For instance in an autonomous drone this means that if variable_3 indicates a stability check is triggered then variable_2 which could represent altitude deviation must have continuously stayed below or equal to variable_5 which could represent the allowed deviation threshold.,(variable_3 → H(variable_2 ≤ variable_5)),H((variable_3) → H(variable_2 ≤ variable_5)),True
5/5,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 in all previous moments of operation. For example if a drone flight controller detects variable_3 as active it must verify that throughout the entire flight history variable_2 never exceeded variable_5.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
6/6,Whenever variable_3 becomes true the system shall ensure that variable_2 has always been less than or equal to variable_5 at every previous moment in time. This requirement ensures that for example in an autonomous delivery robot variable_3 could represent the activation of the safety brake and variable_2 and variable_5 could represent the current and maximum allowed speed so that the brake can only activate if the robot has never exceeded its allowed speed before.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
7/7,Whenever variable_3 becomes true the system shall ensure that variable_2 has always been less than or equal to variable_5 at all times in the past. For example in an autonomous drone this means that if variable_3 indicates a stability check event then the recorded altitude variable_2 must never have exceeded the safety threshold variable_5 before that moment.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
8/8,Whenever variable_3 becomes true the system shall ensure that variable_2 has always been less than or equal to variable_5 at all previous times. For example in an autonomous drone this means that if variable_3 indicates a stability check is triggered then variable_2 which could represent altitude deviation must never have exceeded variable_5 representing the allowed limit in the entire flight history.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
9/9,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 at all previous times. For example if a drone flight controller sets variable_3 to active then it must confirm that throughout the entire flight history variable_2 never exceeded variable_5.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
10/10,Whenever variable_3 becomes true the system shall ensure that variable_2 has always been less than or equal to variable_5 throughout the entire operation history of the robot. This means that if variable_3 is active the robot must confirm that variable_2 never exceeded variable_5 at any previous moment.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
11/11,Whenever variable_3 becomes true the system shall ensure that variable_2 has always been less than or equal to variable_5 at all previous times. For example in an autonomous drone this means that if variable_3 indicates the drone is in safe flight mode then the recorded altitude variable_2 must have never exceeded the allowed threshold variable_5 during its past operation.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
12/12,Whenever variable_3 becomes true the system must ensure that variable_2 has always remained less than or equal to variable_5 in all previous moments. For example in an autonomous drone this means that if variable_3 indicates a safety check is triggered then the recorded value of variable_2 such as altitude deviation must never have exceeded variable_5 during the entire flight history.,(variable_3 → H(variable_2 ≤ variable_5)),H ( variable_3 → H ( variable_2 ≤ variable_5 ) ),True
13/13,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 throughout all previous operation time. For example in an autonomous drone this means that if variable_3 indicates a stability check request the recorded altitude deviation variable_2 must never have exceeded the safety threshold variable_5 during any prior flight period.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
14/14,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 throughout the entire prior operation period. For example if this logic is applied to a drone controller then whenever variable_3 indicates that the drone is entering hover mode the recorded altitude rate variable_2 must have never exceeded the safety threshold variable_5 during the flight history.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
