Summary,ID,ptLTL,Generated ptLTL,Equivalence Check
1/1,Whenever variable_3 becomes true the system shall ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a landing sequence then variable_2 which could represent descent speed must have never exceeded variable_5 which defines the safe speed limit during all prior flight moments.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
2/2,Whenever variable_3 becomes true the system shall ensure that variable_2 has always been less than or equal to variable_5 at all previous times. For example in an autonomous drone this means that if variable_3 indicates a stability check is triggered then the recorded altitude variable_2 must never have exceeded the permitted altitude limit variable_5 during the entire flight history.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
3/3,Whenever variable_3 becomes true the system shall ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a landing sequence then variable_2 which could represent descent speed must have consistently remained below or equal to variable_5 which could represent the safe speed threshold during all prior flight moments.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
4/4,Whenever variable_3 becomes true the system shall ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a landing sequence then variable_2 which could represent descent speed must have never exceeded variable_5 the maximum allowed descent rate at any time before the landing sequence began.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
5/5,Whenever variable_3 becomes true the system shall ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation history. For example in an autonomous drone this means that if variable_3 indicates a landing sequence then variable_2 which could represent descent speed must never have exceeded variable_5 the maximum allowed descent rate at any time before the landing sequence was triggered.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
6/6,Whenever variable_3 becomes true the system shall ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a landing sequence then variable_2 which could represent descent speed must have consistently remained below or equal to variable_5 which defines the safe speed threshold during all prior flight moments.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
7/7,Whenever variable_3 becomes true the system shall ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation history. For example in an autonomous drone this means that if variable_3 indicates a landing sequence then variable_2 which could represent descent speed must never have exceeded variable_5 which could represent the safe speed limit at any time before the landing sequence was triggered.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
8/8,Whenever variable_3 becomes true the system shall ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation history. For example in an autonomous drone this means that if variable_3 indicates a landing sequence then variable_2 which could represent descent speed must have never exceeded variable_5 which defines the safe speed limit at any time before the landing sequence began.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
9/9,Whenever variable_3 becomes true the system shall ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a landing sequence then variable_2 which could represent descent speed must have never exceeded variable_5 which defines the safe speed limit during all earlier flight moments.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
10/10,Whenever variable_3 becomes true the system shall ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example if this logic is applied to an autonomous drone then whenever variable_3 indicates that the drone is entering landing mode the recorded altitude variable_2 must have never exceeded the permitted altitude limit variable_5 during the flight history.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
11/11,Whenever variable_3 becomes true the system shall ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a landing sequence then variable_2 which could represent descent speed must have consistently remained below or equal to variable_5 which could represent the safe speed threshold during all prior moments.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
12/12,Whenever variable_3 becomes true the system shall ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example if this logic is applied to an autonomous drone it means that whenever variable_3 indicates a landing sequence the recorded altitude variable_2 must never have exceeded the permitted altitude limit variable_5 at any time before that moment.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
13/13,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a landing command then the recorded altitude variable_2 must have never exceeded the allowed safety threshold variable_5 during the flight history.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
14/14,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a landing sequence then the recorded altitude variable_2 must never have exceeded the permitted altitude limit variable_5 at any time before landing.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
15/15,Whenever variable_3 becomes true the system shall ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a landing sequence then variable_2 which could represent descent speed must have consistently remained below or equal to variable_5 which defines the safe speed threshold during all prior flight moments.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
16/16,Whenever variable_3 becomes true the system shall ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a landing sequence then variable_2 which could represent descent speed must have never exceeded variable_5 which defines the safe speed limit during all earlier flight phases.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
17/17,Whenever variable_3 becomes true the system shall ensure that variable_2 has always been less than or equal to variable_5 at all times in the past. For example in an autonomous drone this means that if variable_3 indicates a stability check event then the recorded altitude variable_2 must never have exceeded the safety threshold variable_5 before that moment.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
18/18,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a stability check event then the recorded altitude variable_2 must never have exceeded the safety threshold variable_5 at any time before that event.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
19/19,Whenever variable_3 becomes true the system shall ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a landing sequence then variable_2 which could represent descent speed must have never exceeded variable_5 which defines the safe speed limit at any time before landing.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
20/20,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a landing sequence then variable_2 which could represent descent speed must have consistently remained below or equal to variable_5 which could represent the safe speed threshold during all prior flight moments.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
21/21,Whenever variable_3 becomes true the system shall ensure that variable_2 has always remained less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a landing sequence then variable_2 which could represent descent speed must have never exceeded variable_5 which defines the safe speed limit during all prior flight moments.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
22/22,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 at all previous times. For example in an autonomous drone this means that if variable_3 indicates a landing command then the recorded altitude variable_2 must never have exceeded the permitted descent threshold variable_5 during the entire flight history.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
23/23,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a stability check is triggered then the recorded altitude variable_2 must never have exceeded the allowed altitude threshold variable_5 at any time before that moment.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
24/24,Whenever variable_3 becomes true the system shall ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a landing sequence then variable_2 which could represent descent speed must never have exceeded variable_5 the maximum allowed descent rate at any time before landing.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
25/25,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a landing sequence then variable_2 which could represent descent speed must have never exceeded variable_5 which defines the safe speed limit during all earlier flight moments.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
26/26,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 in all previous moments. For example in an autonomous drone this means that if variable_3 indicates a landing command then the recorded altitude variable_2 must never have exceeded the safety threshold variable_5 at any time before the command was issued.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
27/27,Whenever variable_3 becomes true the system shall ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a landing sequence then variable_2 which represents descent speed must have never exceeded variable_5 which defines the safe speed limit during all earlier flight moments.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
28/28,Whenever variable_3 becomes true the system shall ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a landing sequence then the recorded altitude variable_2 must have consistently remained below or equal to the safety threshold variable_5 during all prior flight moments.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
29/29,Whenever variable_3 becomes true the system shall ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a landing sequence then variable_2 which could represent descent speed must have never exceeded variable_5 which could represent the safe speed limit during all prior flight moments.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
30/30,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 at all previous times. For example in an autonomous drone this means that if variable_3 indicates a stability check is triggered then the recorded altitude variable_2 must never have exceeded the safety threshold variable_5 in the entire flight history.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
31/31,Whenever variable_3 becomes true the system shall ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a stability check event then the recorded altitude variable_2 must never have exceeded the permitted altitude limit variable_5 at any time before that event.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
32/32,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a stability check event then the recorded altitude variable_2 must never have exceeded the safety threshold variable_5 at any time before that event.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
33/33,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a landing sequence then variable_2 which could represent descent speed must never have exceeded variable_5 which defines the safe speed limit at any earlier time.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
34/34,Whenever variable_3 becomes true the system shall ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a landing sequence then variable_2 which could represent descent speed must have consistently remained below or equal to variable_5 which could represent the safe speed threshold during all prior flight moments.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
35/35,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a landing sequence then the recorded altitude variable_2 must never have exceeded the safety threshold variable_5 at any time before landing.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
36/36,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a stability check event then the recorded altitude variable_2 must never have exceeded the safety threshold variable_5 at any time before that event.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
37/37,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 at all times in the past. For example in an autonomous drone this means that if variable_3 indicates a stability check is triggered then the recorded altitude variable_2 must never have exceeded the permitted altitude limit variable_5 during the entire flight history.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
38/38,Whenever variable_3 becomes true the system shall ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a landing sequence then variable_2 which could represent descent speed must have consistently remained below or equal to variable_5 which could represent the safe speed threshold during all prior flight moments.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
39/39,Whenever variable_3 becomes true the system shall ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example if this logic is applied to an autonomous drone then whenever variable_3 indicates that the drone is in flight the recorded altitude variable_2 must never have exceeded the permitted ceiling variable_5 at any time before that moment.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
40/40,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a landing sequence then variable_2 which could represent descent speed must have never exceeded variable_5 which could represent the safe speed limit during all earlier flight moments.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
41/41,Whenever variable_3 becomes true the system shall ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a landing sequence then variable_2 which could represent descent speed must have never exceeded variable_5 which defines the safe speed limit during all prior flight moments.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
42/42,Whenever variable_3 becomes true the system shall ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a landing sequence then variable_2 which could represent descent speed must have never exceeded variable_5 which defines the safe speed limit during all prior flight moments.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
43/43,Whenever variable_3 becomes true the system shall ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a landing sequence the recorded altitude variable_2 must never have exceeded the permitted altitude limit variable_5 at any time before the landing command was issued.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
44/44,Whenever variable_3 becomes true the system shall ensure that variable_2 has always remained less than or equal to variable_5 in all previous moments of operation. For example in an autonomous drone this means that if variable_3 indicates a landing command then the recorded altitude variable_2 must have never exceeded the safety threshold variable_5 during the entire flight history.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
45/45,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a stability check the recorded altitude variable_2 must never have exceeded the safety threshold variable_5 at any time before that check.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
46/46,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a stability check event then the recorded altitude variable_2 must never have exceeded the safety threshold variable_5 at any time before that event.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
47/47,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 in all previous moments. For example in an autonomous drone this means that if variable_3 indicates a landing command then the recorded altitude variable_2 must have never exceeded the safety threshold variable_5 during the entire flight history.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
