Summary,ID,ptLTL,Generated ptLTL,Equivalence Check
0/1,FUN.4,(H (((((StartUpMode | SelfTestMode) | StandbyMode) | PCVMode) | PSVMode) | FailSafeMode)),H(StartUpMode ∨ SelfTestMode ∨ StandbyMode ∨ PCVMode ∨ PSVMode ∨ FailSafeMode),False
0/1,FUN.5,(H ((Y ((powerButton & (((breathingCircuitConnected & (! patientConnected)) & airSupplyConnected) & powerConnected)) & (Z (! (powerButton & (((breathingCircuitConnected & (! patientConnected)) & airSupplyConnected) & powerConnected)))))) -> (StartUpMode | (! (Y TRUE))))),(PowerButton ∧ SystemOn ∧ AirSupply ∧ ¬PatientDetected) S StartUpMode,False
0/1,FUN.5.1,((H (((! StartUpMode) & (Y StartUpMode)) -> (Y (! ((! (((initStart & checkCommsSensors) & checkCommsValves) & checkCommsGUI)) S ((! (((initStart & checkCommsSensors) & checkCommsValves) & checkCommsGUI)) & (StartUpMode & (Z (! StartUpMode))))))))) & (((! ((! StartUpMode) & (Y StartUpMode))) S ((! ((! StartUpMode) & (Y StartUpMode))) & (StartUpMode & (Z (! StartUpMode))))) -> (! ((! (((initStart & checkCommsSensors) & checkCommsValves) & checkCommsGUI)) S ((! (((initStart & checkCommsSensors) & checkCommsValves) & checkCommsGUI)) & (StartUpMode & (Z (! StartUpMode)))))))),(StartUpMode ∧ InitializationProcess) S (LoadDefaults ∧ CheckMemory ∧ CheckControllerComm ∧ CheckGUIComm),False
0/1,FUN.5.2,((H (((! StartUpMode) & (Y StartUpMode)) -> (Y (! ((! (initDone | ((initFail & OutOfServiceWarning) & FailSafeMode))) S ((! (initDone | ((initFail & OutOfServiceWarning) & FailSafeMode))) & (StartUpMode & (Z (! StartUpMode))))))))) & (((! ((! StartUpMode) & (Y StartUpMode))) S ((! ((! StartUpMode) & (Y StartUpMode))) & (StartUpMode & (Z (! StartUpMode))))) -> (! ((! (initDone | ((initFail & OutOfServiceWarning) & FailSafeMode))) S ((! (initDone | ((initFail & OutOfServiceWarning) & FailSafeMode))) & (StartUpMode & (Z (! StartUpMode)))))))),(InitializationComplete ∧ ¬InitializationFailed) ∨ (InitializationFailed ∧ Alarm ∧ ¬OtherOperationsAllowed),False
0/1,FUN.5.3,(H ((StartUpMode | SelfTestMode) -> (! patientConnected))),H((SystemOn ∧ (StartUpMode ∨ SelfTestMode)) → ¬PatientDetected),False
0/1,FUN.6,((H (((! SelfTestMode) & (Y SelfTestMode)) -> (Y (! ((! (selfTestPassed | selfTestFailed)) S ((! (selfTestPassed | selfTestFailed)) & (SelfTestMode & (Z (! SelfTestMode))))))))) & (((! ((! SelfTestMode) & (Y SelfTestMode))) S ((! ((! SelfTestMode) & (Y SelfTestMode))) & (SelfTestMode & (Z (! SelfTestMode))))) -> (! ((! (selfTestPassed | selfTestFailed)) S ((! (selfTestPassed | selfTestFailed)) & (SelfTestMode & (Z (! SelfTestMode)))))))),(SelfTestMode ∧ SelfTestProcedure) S (CheckSystem ∧ CheckAccessories ∧ CheckAlarms),False
0/1,FUN.6.1,((H (((! SelfTestMode) & (Y SelfTestMode)) -> (Y (! ((! ((testPowerSwitchPass | testPowerSwitchFail) | testPowerSwitchSkip)) S ((! ((testPowerSwitchPass | testPowerSwitchFail) | testPowerSwitchSkip)) & (SelfTestMode & (Z (! SelfTestMode))))))))) & (((! ((! SelfTestMode) & (Y SelfTestMode))) S ((! ((! SelfTestMode) & (Y SelfTestMode))) & (SelfTestMode & (Z (! SelfTestMode))))) -> (! ((! ((testPowerSwitchPass | testPowerSwitchFail) | testPowerSwitchSkip)) S ((! ((testPowerSwitchPass | testPowerSwitchFail) | testPowerSwitchSkip)) & (SelfTestMode & (Z (! SelfTestMode)))))))),(SelfTestMode ∧ SelfTestProcedure) S ConfirmPowerSwitchover,False
0/1,FUN.6.2,((H (((! SelfTestMode) & (Y SelfTestMode)) -> (Y (! ((! ((testLeaksPass | testLeaksFail) | testLeaksSkip)) S ((! ((testLeaksPass | testLeaksFail) | testLeaksSkip)) & (SelfTestMode & (Z (! SelfTestMode))))))))) & (((! ((! SelfTestMode) & (Y SelfTestMode))) S ((! ((! SelfTestMode) & (Y SelfTestMode))) & (SelfTestMode & (Z (! SelfTestMode))))) -> (! ((! ((testLeaksPass | testLeaksFail) | testLeaksSkip)) S ((! ((testLeaksPass | testLeaksFail) | testLeaksSkip)) & (SelfTestMode & (Z (! SelfTestMode)))))))),(SelfTestMode ∧ SelfTestProcedure) S ConfirmNoLeaks,False
0/1,FUN.6.3,((H (((! SelfTestMode) & (Y SelfTestMode)) -> (Y (! ((! ((testFL2Pass | testFL2Fail) | testFL2Skip)) S ((! ((testFL2Pass | testFL2Fail) | testFL2Skip)) & (SelfTestMode & (Z (! SelfTestMode))))))))) & (((! ((! SelfTestMode) & (Y SelfTestMode))) S ((! ((! SelfTestMode) & (Y SelfTestMode))) & (SelfTestMode & (Z (! SelfTestMode))))) -> (! ((! ((testFL2Pass | testFL2Fail) | testFL2Skip)) S ((! ((testFL2Pass | testFL2Fail) | testFL2Skip)) & (SelfTestMode & (Z (! SelfTestMode)))))))),(SelfTestMode ∧ SelfTestProcedure) S ConfirmFlowMeterCalibrated,False
0/1,FUN.6.4,((H (((! SelfTestMode) & (Y SelfTestMode)) -> (Y (! ((! ((testPSExpPass | testPSExpFail) | testPSExpSkip)) S ((! ((testPSExpPass | testPSExpFail) | testPSExpSkip)) & (SelfTestMode & (Z (! SelfTestMode))))))))) & (((! ((! SelfTestMode) & (Y SelfTestMode))) S ((! ((! SelfTestMode) & (Y SelfTestMode))) & (SelfTestMode & (Z (! SelfTestMode))))) -> (! ((! ((testPSExpPass | testPSExpFail) | testPSExpSkip)) S ((! ((testPSExpPass | testPSExpFail) | testPSExpSkip)) & (SelfTestMode & (Z (! SelfTestMode)))))))),(SelfTestMode ∧ SelfTestProcedure) S ConfirmExpiratoryValveFunctional,False
