Summary,ID,ptLTL,Generated ptLTL,Equivalence Check
0/1,When the medical ventilator transitions from StandbyMode to active operation the system shall ensure that if PCVModeSelected was active immediately before leaving StandbyMode then the ventilator shall either enter PCVMode or remain in StandbyMode until the previous StandbyMode condition is fully cleared.    If PCVModeSelected was not active before leaving StandbyMode the system shall not enter PCVMode unless StandbyMode has been exited and the previous StandbyMode state is no longer valid.    Throughout operation the relationship between StandbyMode PCVModeSelected and PCVMode shall be maintained so that any change from StandbyMode to active operation preserves consistent mode selection and prevents unintended activation of PCVMode.,((H (((! StandbyMode) & (Y StandbyMode)) -> (Y (((Y (PCVModeSelected & ((Y (! PCVModeSelected)) | (StandbyMode & (Z (! StandbyMode)))))) -> (PCVMode | (StandbyMode & (Z (! StandbyMode))))) S (((Y (PCVModeSelected & ((Y (! PCVModeSelected)) | (StandbyMode & (Z (! StandbyMode)))))) -> (PCVMode | (StandbyMode & (Z (! StandbyMode))))) & (StandbyMode & (Z (! StandbyMode)))))))) & (((! ((! StandbyMode) & (Y StandbyMode))) S ((! ((! StandbyMode) & (Y StandbyMode))) & (StandbyMode & (Z (! StandbyMode))))) -> (((Y (PCVModeSelected & ((Y (! PCVModeSelected)) | (StandbyMode & (Z (! StandbyMode)))))) -> (PCVMode | (StandbyMode & (Z (! StandbyMode))))) S (((Y (PCVModeSelected & ((Y (! PCVModeSelected)) | (StandbyMode & (Z (! StandbyMode)))))) -> (PCVMode | (StandbyMode & (Z (! StandbyMode))))) & (StandbyMode & (Z (! StandbyMode))))))),H(((Y StandbyMode ∧ ¬StandbyMode) → ((Y PCVModeSelected → (PCVMode ∨ StandbyMode)) ∧ (¬Y PCVModeSelected → (¬PCVMode S ¬StandbyMode))))),False
0/2,Whenever the aircraft control computer transitions from StartUpMode to normal operation the system shall ensure that initDone was previously completed and that SelfTestMode is active or the system remains in StartUpMode until the self test has been successfully completed. The system shall not leave StartUpMode unless the initialization sequence has finished and all required self tests have passed. If the system reenters StartUpMode after being active it shall again perform the initialization and self test sequence before resuming normal operation.,((H (((! StartUpMode) & (Y StartUpMode)) -> (Y (((Y (initDone & ((Y (! initDone)) | (StartUpMode & (Z (! StartUpMode)))))) -> (SelfTestMode | (StartUpMode & (Z (! StartUpMode))))) S (((Y (initDone & ((Y (! initDone)) | (StartUpMode & (Z (! StartUpMode)))))) -> (SelfTestMode | (StartUpMode & (Z (! StartUpMode))))) & (StartUpMode & (Z (! StartUpMode)))))))) & (((! ((! StartUpMode) & (Y StartUpMode))) S ((! ((! StartUpMode) & (Y StartUpMode))) & (StartUpMode & (Z (! StartUpMode))))) -> (((Y (initDone & ((Y (! initDone)) | (StartUpMode & (Z (! StartUpMode)))))) -> (SelfTestMode | (StartUpMode & (Z (! StartUpMode))))) S (((Y (initDone & ((Y (! initDone)) | (StartUpMode & (Z (! StartUpMode)))))) -> (SelfTestMode | (StartUpMode & (Z (! StartUpMode))))) & (StartUpMode & (Z (! StartUpMode))))))),H(((Y(StartUpMode) & normalOperation) -> (O(initDone & selfTestPassed))) & ((StartUpMode & Y(normalOperation)) -> (O(initDone & selfTestPassed)))),False
0/3,The system shall always ensure that whenever PCVMode is active; it is either operating in PSVMode with confirmPSVParameters verified; or it is not simultaneously confirming PSV parameters while in PCVMode; and in all such cases the ventilating function shall remain active.,(H (PCVMode -> (((confirmPSVParameters & PSVMode) | (! (confirmPSVParameters & PCVMode))) & ventilating))),H(PCVMode → ((PSVMode ∧ confirmPSVParameters) ∨ (¬confirmPSVParameters ∧ PCVMode) ∧ ventilatingFunction)),False
0/4,The medical ventilator control software shall ensure that whenever an inspiratoryPause occurs and it was not active immediately before; the system must either have remained continuously without inspiratoryPause before that moment or must not have started expirationPhaseStart while inspiratoryPause was inactive. Furthermore; if after 41 time units such a transition into inspiratoryPause occurs without expirationPhaseStart being active at that same time; then within the previous 40 time units the system must have either not been in a valid operational state or must have initiated expirationPhaseStart while inspiratoryPause was inactive.,"((H ((O[0,40] (inspiratoryPause & (Z (! inspiratoryPause)))) -> ((H (! inspiratoryPause)) | (! ((! inspiratoryPause) & expirationPhaseStart))))) & (H ((O[41,41] ((inspiratoryPause & (Z (! inspiratoryPause))) & (! ((! inspiratoryPause) & expirationPhaseStart)))) -> (O[0,40] ((! (Y TRUE)) | ((! inspiratoryPause) & expirationPhaseStart))))))",((inspiratoryPause ∧ ¬Y(inspiratoryPause)) → ((H(¬inspiratoryPause)) ∨ (¬(¬inspiratoryPause S expirationPhaseStart))) ∧ (((inspiratoryPause ∧ ¬Y(inspiratoryPause) ∧ ¬expirationPhaseStart) ∧ O41(true)) → (O40(¬validOperationalState ∨ (¬inspiratoryPause S expirationPhaseStart))))),False
0/5,When the aircraft enters SelfTestMode after previously being outside of it the system shall ensure that during that SelfTestMode period at least one of testPowerSwitchPass testPowerSwitchFail or testPowerSwitchSkip occurs before SelfTestMode is exited. If SelfTestMode is active and later turns off this condition must always have been satisfied for every previous activation of SelfTestMode.,((H (((! SelfTestMode) & (Y SelfTestMode)) -> (Y (! ((! ((testPowerSwitchPass | testPowerSwitchFail) | testPowerSwitchSkip)) S ((! ((testPowerSwitchPass | testPowerSwitchFail) | testPowerSwitchSkip)) & (SelfTestMode & (Z (! SelfTestMode))))))))) & (((! ((! SelfTestMode) & (Y SelfTestMode))) S ((! ((! SelfTestMode) & (Y SelfTestMode))) & (SelfTestMode & (Z (! SelfTestMode))))) -> (! ((! ((testPowerSwitchPass | testPowerSwitchFail) | testPowerSwitchSkip)) S ((! ((testPowerSwitchPass | testPowerSwitchFail) | testPowerSwitchSkip)) & (SelfTestMode & (Z (! SelfTestMode)))))))),H( (Y(¬SelfTestMode) ∧ SelfTestMode) → (SelfTestMode S ((testPowerSwitchPass ∨ testPowerSwitchFail ∨ testPowerSwitchSkip) ∧ SelfTestMode)) ),False
0/6,Whenever the ventilator switches from PCVMode to another mode; the system must ensure that PSVModeSelected does not become active until PCVMode has been fully exited and all required transitions are complete. If PSVModeSelected is activated; the system must verify confirmPSVParameters before allowing the mode change to take effect. The device must never allow PSVModeSelected to be active immediately after leaving PCVMode unless confirmPSVParameters has been successfully validated.,((H (((! PCVMode) & (Y PCVMode)) -> (Y (((! PSVModeSelected) S ((! PSVModeSelected) & (PCVMode & (Z (! PCVMode))))) | (! ((! confirmPSVParameters) S ((! confirmPSVParameters) & (PSVModeSelected & ((Y (! PSVModeSelected)) | (PCVMode & (Z (! PCVMode)))))))))))) & (((! ((! PCVMode) & (Y PCVMode))) S ((! ((! PCVMode) & (Y PCVMode))) & (PCVMode & (Z (! PCVMode))))) -> (((! PSVModeSelected) S ((! PSVModeSelected) & (PCVMode & (Z (! PCVMode))))) | (! ((! confirmPSVParameters) S ((! confirmPSVParameters) & (PSVModeSelected & ((Y (! PSVModeSelected)) | (PCVMode & (Z (! PCVMode))))))))))),H(((Y(PCVMode) & ¬PCVMode) → (¬PSVModeSelected S ¬confirmPSVParameters))),False
0/7,If at any point powerOff becomes true and it was previously false then the system shall either be in FinalState or it shall be the very beginning of operation with no prior state history.    In other words for example in an autonomous drone this means that whenever the drone powers off after being powered on it must already have reached its FinalState or it must be the first recorded moment of its operation.,(H ((Y (powerOff & (Z (! powerOff)))) -> (FinalState | (! (Y TRUE))))),H(((powerOff ∧ ¬Y(powerOff)) → (FinalState ∨ ¬O(true)))),False
1/8,The system shall ensure that whenever PCVMode is active; the value of P_insp is always equal to P_inspPCV at all times during operation.,(H (PCVMode -> (P_insp = P_inspPCV))),H(PCVMode → (P_insp = P_inspPCV)),True
1/9,When the medical ventilator transitions from StandbyMode to active operation the system shall ensure that if PCVModeSelected was active immediately before leaving StandbyMode then either PCVMode shall be active or the ventilator shall return to StandbyMode after having been out of StandbyMode. This condition shall hold consistently throughout operation so that any time the ventilator exits StandbyMode the previous selection of PCVModeSelected guarantees that the device either operates in PCVMode or re-enters StandbyMode after being active.,((H (((! StandbyMode) & (Y StandbyMode)) -> (Y (((Y (PCVModeSelected & ((Y (! PCVModeSelected)) | (StandbyMode & (Z (! StandbyMode)))))) -> (PCVMode | (StandbyMode & (Z (! StandbyMode))))) S (((Y (PCVModeSelected & ((Y (! PCVModeSelected)) | (StandbyMode & (Z (! StandbyMode)))))) -> (PCVMode | (StandbyMode & (Z (! StandbyMode))))) & (StandbyMode & (Z (! StandbyMode)))))))) & (((! ((! StandbyMode) & (Y StandbyMode))) S ((! ((! StandbyMode) & (Y StandbyMode))) & (StandbyMode & (Z (! StandbyMode))))) -> (((Y (PCVModeSelected & ((Y (! PCVModeSelected)) | (StandbyMode & (Z (! StandbyMode)))))) -> (PCVMode | (StandbyMode & (Z (! StandbyMode))))) S (((Y (PCVModeSelected & ((Y (! PCVModeSelected)) | (StandbyMode & (Z (! StandbyMode)))))) -> (PCVMode | (StandbyMode & (Z (! StandbyMode))))) & (StandbyMode & (Z (! StandbyMode))))))),H(((¬StandbyMode ∧ Y(StandbyMode)) ∧ Y(PCVModeSelected)) → (PCVMode ∨ (¬StandbyMode S (¬StandbyMode ∧ StandbyMode)))),False
1/10,Whenever the ventilator switches into PCVMode from a previous state where PCVMode was not active the system shall ensure that any recent activation of the RMButton either results in RM being active or that PCVMode remains active following the transition. This condition shall hold continuously for as long as PCVMode stays engaged and shall be verified against the most recent history of RMButton and PCVMode activity.,((H (((! PCVMode) & (Y PCVMode)) -> (Y (((Y (RMButton & ((Y (! RMButton)) | (PCVMode & (Z (! PCVMode)))))) -> (RM | (PCVMode & (Z (! PCVMode))))) S (((Y (RMButton & ((Y (! RMButton)) | (PCVMode & (Z (! PCVMode)))))) -> (RM | (PCVMode & (Z (! PCVMode))))) & (PCVMode & (Z (! PCVMode)))))))) & (((! ((! PCVMode) & (Y PCVMode))) S ((! ((! PCVMode) & (Y PCVMode))) & (PCVMode & (Z (! PCVMode))))) -> (((Y (RMButton & ((Y (! RMButton)) | (PCVMode & (Z (! PCVMode)))))) -> (RM | (PCVMode & (Z (! PCVMode))))) S (((Y (RMButton & ((Y (! RMButton)) | (PCVMode & (Z (! PCVMode)))))) -> (RM | (PCVMode & (Z (! PCVMode))))) & (PCVMode & (Z (! PCVMode))))))),H(((PCVMode & Y(¬PCVMode)) → ((O(RMButton) → (RM ∨ PCVMode)) S PCVMode))),False
